symbol	Control_1	Control_2	MSC_1	MSC_2	MSC_3	Control_1
CCR4	1104	2223	2262	4222	1735	3630.9
CCR5	5494.5	2659	3615	4971.1	9898.91	3486.92
CCR6	849.55	1370.65	1283.17	1165.69	956.98	1114.45
CCR7	589	2954	1928.35	358	561	558
CCR8	8	34	25	35	15	37
CCR9	7	82	62	12	17	10
CCRL2	70	88	31	25	63	41
CCRN4L	28	37	29	18	20	31.12
CCS	291	514.22	284	281	281	314
CCSAP	434.16	481	317	363.01	324	502
CCSER1	2	0	0	0	0	0
CCSER2	2307.08	2325	1449.02	1629.21	1822.37	2386
CCT2	1526	1360	892	691	1289	977.66
CCT3	3019	2517	1800	1384	2594.98	2019
CCT4	2355	1873	1208	1045	1782	1518
CCT5	2893.71	1984.24	1399	1035	2399	1445
CCT6A	2231.33	1894	1301.01	1081	1856	1438
CCT6B	35	41	21	13	30	20
CCT6P1	90.52	185.28	90.52	113.96	105.17	121.99
CCT6P3	109.48	183.7	112.43	159.04	110.82	158.01
CCT7	2387	2109	1301	977	2005.01	1599
CCT8	2798.53	2247.02	1507	1354.93	2344	1966.71
CCT8L2	0	0	0	1	0	0
CCZ1	427.64	847.58	619.71	570.09	384.31	662.04
CCZ1B	1785.4	979.42	725.29	606.91	1660.69	805.21
CD101	16.52	193.05	83.71	53	5	115.38
CD109	669	221.91	166	260	638	258
CD14	2	4	1	1	4	2
CD151	675	673	418	263	534.01	432
CD160	1	11	9	5	5	3
CD163	0	0	0	0	1	0
CD163L1	0	0	0	0	0	0
CD164	4768.85	5198	3285.16	3167	3962.88	4195.98
CD164L2	0	0	0	0	0	0
CD177	0	0	0	0	0	0
CD180	23	30	20	48	32	23
CD19	58	63	33	63	57	85
CD1A	0	0	0	0	0	0
CD1B	0	0	0	0	0	0
CD1C	1	0	0	2	0	0
CD1D	1	1	0	0	0	0
CD1E	0	0	0	0	0	2
CD2	7489.85	7309.41	4755.99	5253.77	5892.58	7989.37
CD200	17	26	27	6	29	9
CD200R1	167	611	489	497	152	542
CD200R1L	0	0	1	3	0	1
CD207	0	0	0	0	0	0
CD209	1	0	0	0	0	0
CD22	46	50	28	114	42	125
CD226	2252.64	1723.94	1270	1591	2211.24	1751.02
CD24	6.91	20	12.8	8.73	9.12	14
CD244	386	141	110	30	306	43
CD247	4988	6262	4292	3392.87	4561.2	4893.7
CD248	0	11	2	0	1	2
CD27	620.28	1785.78	1076.37	489.25	447.44	791.08
CD27-AS1	102.72	191.23	104.63	84.79	86.56	123.92
CD274	426	726	530	388	392	426
CD276	9	3	7	0	13	7
CD28	4029.01	6531	6123.68	5984.25	5164.17	5897
CD2AP	790.46	1008.04	613	567.83	602.82	777.15
CD2BP2	1828	2141.99	1486.2	1205	1922	1647
CD300A	983	467	363	409	1164.24	474.26
CD300C	1	5	8	5	4	6
CD300E	0	0	0	2	0	1
CD300LB	0	2	0	2	0	1
CD300LD	0	0	0	0	0	0
CD300LF	0	0	0	0	0	0
CD300LG	0	0	0	0	0	0
CD302	0	0	0	30	0	0
CD320	854	549	405	429	845	458
CD33	3	9	16	7	2	6
CD34	0	0	0	0	0	0
CD36	1	0	0	0	0	0
CD37	2668.02	3849	2291	2087.99	2084	3066.03
CD38	119	389	297	57	153	80
CD3D	3443	3675	2501	2380	3286.12	3147.46
CD3E	8835	9972.19	6210	5729.75	7543	8331.99
CD3EAP	36.62	53.89	38.54	43.73	53.88	36.12
CD3G	3188.99	3218.63	2048.15	2312.74	2800.59	2841.65
CD4	8419.03	9513.02	8589.9	7789.99	9642.05	7972.5
CD40	29	54	31	30	31	27
CD40LG	1112.78	1856.96	1549.61	1297.98	1183.46	1518.67
CD44	14092.67	14780.12	10684.8	12239.98	13056.03	15816.15
CD46	2755	4199	2455	2491	2362	3397.01
CD47	4134.95	4551.53	2702.16	2490	3487.15	3131.98
CD48	3519.03	3455.42	2321.33	2284.99	2937.7	3584.57
CD5	7451.14	6537.98	4375.76	3689.69	6155.84	5207.38
CD52	18908.66	12114.73	8778	8703	17239	12204.99
CD53	8293.71	7930.98	5725.05	4870.22	7666.68	6031
CD55	1047.72	1341	1039.04	714	1141.99	815
CD58	459	434	321	387	454	332
CD59	3754.9	3858.1	3765.48	3931	4672.34	3431.88
CD5L	0	0	0	0	0	0
CD6	11759.1	10570.81	7231.7	7472.13	10557.38	9526.93
CD63	1242	1056	593	533	829	1040
CD68	59	62	30	34	48	43
CD69	375	515	391	384	315	455
CD7	1117	2548	1806	759.01	868	1181
CD70	732	375	258.03	294	585	385
CD72	70	53	37	66	44	91.82
CD74	20664.11	13031.02	7696.93	6690.01	15177	11464.96
CD79A	300.98	560	379	152	217	253
CD79B	411	530.89	459	477	363.52	500
CD80	72	246	139	121	76.57	124
CD81	3521	3073	2059.71	1747	2952	2437
CD81-AS1	0	9	3	3	0	7
CD82	1152	2436.05	2156.86	1952	1257.81	1969.88
CD83	125	194	104	85	98	109
CD84	2378.21	1749.04	1246.18	1587.9	2311.15	1869.28
CD86	315	100.15	49	37	266.99	51
CD8A	1275.66	1485.09	1074.38	999.98	1109.2	1340.94
CD8B	255	543	375.96	417	238	662
CD9	28	128	115	13	25	28
CD93	140	90	70	79.32	137	69
CD96	5885.96	7999.53	4414.9	3855	3895.9	6159.01
CD99	6164	4207.8	2910.16	2939.77	5436.03	3919.99
CD99L2	560	574	371	343	473	518
CD99P1	48	110	75	72	41.99	110.02
CDA	0	0	3	1	1	0
CDADC1	227	243	119.98	115	179	207.91
CDAN1	499.01	576.76	362	330	421	388.1
CDC123	1407	1189.51	755.55	649	1109.52	909
CDC14A	1357.95	1953	1259.99	1323.99	1263.99	1791.02
CDC14B	389.98	226	116	154	266.1	249
CDC14C	2	2	2	2	0	0
CDC16	1192	1360.94	860	839.01	1200	965.99
CDC20	2172	664	373	238	1521	452
CDC20B	0	1	1	0	1	0
CDC23	685.97	718.98	410	391.14	633	560
CDC25A	231	94	46	26	209.17	38
CDC25B	15127.09	12793.72	8778.92	10070.07	15097.24	11253.41
CDC25C	164	68	45	28	176	36
CDC26	345	426	260	256	316.93	318
CDC27	2057.59	1497	952.21	942	1549	1283
CDC34	685	807	441	427	465	693
CDC37	3351.89	4193.41	2550.25	2268	2950.99	3114.99
CDC37L1	294.13	344.29	204	218	222	291
CDC37L1-AS1	0	0	0	2	0	2
CDC40	958.9	1027.01	678	605.03	776	909
CDC42	7314.69	5838.82	3535.05	3002.61	5270.61	4870.65
CDC42BPA	49	46	33	26	39	40
CDC42BPB	79	137	49	74	74	108
CDC42BPG	30	116	49	36	16	62
CDC42EP1	2	0	0	0	1	3
CDC42EP2	9	6	4	3	6	6
CDC42EP3	2799.03	2530.98	2457.99	2684.94	3042.75	2615.67
CDC42EP4	49.43	33	14	8	21	24
CDC42EP5	0	0	0	0	1	2
CDC42P3	5	0	1	1	0	0
CDC42SE1	11731.63	14401.17	8606.17	8407.91	10169.61	10758.36
CDC42SE2	6985.67	9078.88	6639.5	6103	6687.45	7499.99
CDC45	396.25	107.06	78	40	323	49
CDC5L	1116	1068	669	557	931.18	890.5
CDC6	382	112	53	37	333.47	52
CDC7	780.01	356	209	165	915.07	195
CDC73	1180.98	1333	871.98	914	995	1151.98
CDCA2	924.01	309	200	152	634.41	179
CDCA3	558	229	149	106	451	126
CDCA4	951	624	298	312	719	432
CDCA5	1127	436	260.96	163	831.56	261
CDCA7	2060	595	328	331	1776	382
CDCA7L	364.48	252.02	182.39	118.39	356.62	129.5
CDCA8	1291	458	252	189	1009	269
CDCP1	6	36	50	51	8	30
CDCP2	0	1	0	0	0	0
CDH1	5	47	37	16	4	18
CDH10	0	0	0	0	0	1
CDH11	1	1	0	0	0	0
CDH12	2	1	4	7	3	4
CDH13	1	0	0	0	0	0
CDH15	0	1	0	0	0	2
CDH16	0	0	0	0	0	0
CDH17	4	4.02	4	1	1	1
CDH18	0	0	0	0	0	0
CDH19	0	0	0	0	0	0
CDH2	2	0	0	0	1	0
CDH20	0	0	1	2	0	0
CDH22	0	0	0	0	1	0
CDH23	157	208.71	104	144	147	212
CDH24	41	116	61	48	49	51
CDH26	7	13	7	4	4	8
CDH3	3	4	2	2	1	0
CDH4	5	6	2	3	2	2
CDH5	0	0	0	0	0	1
CDH6	3	2	0	1	2	1
CDH7	0	0	0	0	0	0
CDH8	0	0	0	0	0	0
CDH9	0	0	0	0	0	0
CDHR1	2	7	4	2	10	3
CDHR2	14	23	9	7	12	12
CDHR3	4	12	9	6	6	3
CDHR4	0	2	0	0	0	0
CDHR5	2	1	1	1	0	4
CDIP1	676	1071	562	348	474	565
CDIPT	1521	1791	1073	934	1157.99	1377.9
CDIPT-AS1	1	0	3	0	0	0
CDK1	1523.6	548	271	197.82	1061	382.12
CDK10	671.01	1067.95	567	642	511	924.97
CDK11A	1283.32	1539.55	888.41	995.18	1209.1	1282.8
CDK11B	1207.7	1650	1128	865.88	1106.88	1225.63
CDK12	1546	1996.13	1101.24	1088.05	1427.46	1429.37
CDK13	1555	1840	1062	1050.99	1378	1394
CDK14	14	20	15	13	9	17
CDK15	0	0	0	0	0	0
CDK16	729.26	893	564	519.75	680.19	672.99
CDK17	929	1245	708	690.11	754	938
CDK18	2	14	9	5	6	4
CDK19	880.4	743.09	477	468	711.65	674
CDK2	837.44	454	257	158	579.57	271
CDK20	16	22	13	12	9	16
CDK2AP1	275	263	172	181	177	305
CDK2AP2	1627	1586	894	680	1265	1050
CDK3	34.47	68.49	43.06	25.64	20.28	60.75
CDK4	913.22	573.02	384.33	275.82	638.87	413.29
CDK5	257	320	191	119	204	234
CDK5R1	32	103	50	123	32	121
CDK5R2	0	0	0	0	0	0
CDK5RAP1	387	508.98	365	375	468	361
CDK5RAP2	1572	1377	919	770.11	1360.9	917
CDK5RAP3	2503.01	4391	2581	2523	2657	2978
CDK6	1453.02	2011.36	1318.4	1081	1264.5	1312.46
CDK7	363	324	217	185	283	288
CDK8	217	216	119	100	187.99	179
CDK9	1071	1655	952.61	941	965.64	1254.97
CDKAL1	379.04	370	260	156	321.92	233.75
CDKL1	73	95	39	49	51	69.82
CDKL2	8	12	19	19	10	7
CDKL3	13	10	4	3	6	5
CDKL4	5	9	5	6	5	7
CDKL5	11	17	2	13	10	11
CDKN1A	848	1092	689	757	756	878.07
CDKN1B	4774.36	5702.81	3840.51	4047.83	4566.44	4713.16
CDKN1C	7	2	4	2	8	10
CDKN2A	212	280	171	126	138	214
CDKN2A-AS1	0	0	0	0	0	0
CDKN2AIP	757.14	851	514.95	450	588.99	619.01
CDKN2AIPNL	225	174	120.01	78	136.25	121
CDKN2B	33	114	127	66	20	81.97
CDKN2B-AS1	16	24	7	7	16	17
CDKN2C	1033	699	436	268	767	435
CDKN2D	961	882	482	465.99	729	731
CDKN3	456	137	72	60	287	91
CDNF	6	11	4	6	3	7
CDO1	5	1	1	6	7	2
CDON	7	17	5	2	8	10
CDPF1	140	169	113	95	122	112
CDR1	0	2	2	3	1	5
CDR2	1223	2091.89	1336	1076.08	966.15	1558
CDR2L	12	5	5	1	2	4
CDRT1	0	3.02	2	0	0	3.01
CDRT15	0	0	0	1	0	0.97
CDRT15L2	0	0	0	0	0	0
CDRT15P1	17	32	26	26	23	15.03
CDRT15P2	0	0	0	0	0	0
CDRT4	0	36.09	0	0	0	0
CDRT7	0	0	0	0	0	0
CDRT8	0	0	0	0	0	0
CDS1	1	4	1	3	1	1
CDS2	1869.85	2186.99	1315	1336.31	1634.36	1779.06
CDSN	0	0	0	0	0	0
CDT1	814	253	128	82	623	153.19
CDV3	4977.24	5413.53	3690.1	3290.01	4063.68	4084.99
CDX1	0	0	0	0	0	0
CDX2	0	1	0	0	0	1
CDX4	0	0	0	0	0	0
CDY1	0	0	0	0	0	0
CDY1B	0	0	0	0	0	0
CDY2A	0	0	0	0	0	0
CDY2B	0	0	0	0	0	0
CDYL	258	412	244	220	217	300
CDYL2	205	225	145	144	205	166
CEACAM1	142	338.13	234	108	118	160
CEACAM16	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
CEACAM19	0	1	1	1	0	1
CEACAM20	0	0	0	0	0	0
CEACAM21	345	542.98	287	246	251	395
CEACAM22P	4	1.75	0	0	1.99	3.05
CEACAM3	0	0	0	0	0	0
CEACAM4	1	1	0	1	0	1
CEACAM5	0.99	0.79	5	0	1	2
CEACAM6	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0
CEACAM8	1	0	2.04	0	1	0
CEBPA	7	6	12	21	13	14
CEBPA-AS1	1	0	0	0	0	0
CEBPB	580.08	966.39	654.24	518.46	507.88	687.54
CEBPB-AS1	7.86	23.4	17.76	18.62	21.12	14.46
CEBPD	544	886.01	770	761.01	758.58	739
CEBPE	4	8	5	2	0	4
CEBPG	744.01	759.83	457	440	620	588.01
CEBPZ	926.32	842.14	535.47	545	824.97	728.59
CEBPZOS	773.12	666.86	466.49	466.37	644.24	613.51
CECR1	1590.56	3211.98	1624	1415	1140.94	2485.09
CECR2	3	3	3	2.02	6	3
CECR3	0	1	0	0	0	1
CECR5	343	441	307	241	293	309
CECR5-AS1	0	3	1	2	0	2
CECR6	2	2	1	0	2	1
CECR7	6	6	7	3	7	1
CEL	19	25	22	10.6	19	15.06
CELA1	1	7	5	4	3	3
CELA2A	0	0	0	0	0	0
CELA2B	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0
CELA3B	0	0	0	0	0	0
CELF1	2125.58	2738.26	1555	1638.05	1877.9	1867.03
CELF2	5213.97	6293.14	3934.79	4263.07	5117.97	4823.02
CELF2-AS1	19	47	12	34	43	31
CELF2-AS2	0	2	0	0	0	0
CELF3	3	2	2	3	3	1
CELF4	0	1	0	3	0	1
CELF5	6	3	1	0	1	1
CELF6	52	117	52	56	68	56
CELP	0	0	0	3.4	0	4.94
CELSR1	23	14	13	24	26	32
CELSR2	181	249	143	108.06	187	191.55
CELSR3	260.98	259	134	142	247	209
CELSR3-AS1	0	0	0	0	0	0
CEMIP	3	5	6	6	1	4
CEMP1	249	325.95	179	197.24	189	214.09
CEND1	37	39	34	17	33.19	35
CENPA	662	281	189	119	561.03	194
CENPB	1389	1629	947.94	688	1124	1072
CENPBD1	202.27	260.29	162	112	180	128
CENPBD1P1	447.75	493.05	290	251.04	361.82	433.66
CENPC	923	1194	675	721	758	994.98
CENPE	2142.35	843	538.4	448	1622.16	630.03
CENPF	4522.15	2190	1353.02	862.71	3613	1349
CENPH	369	138	87	60	279	80
CENPI	166	66.7	39	25	100	32
CENPJ	394	186	133	137	369	151
CENPK	697	289	193	164.99	608	199.01
CENPL	329	161	98	88	230	116
CENPM	436	181.84	119	77	345	111
CENPN	786	385.99	194.93	134	631.51	240
CENPO	601.59	379.97	227.49	184.9	532.23	249.84
CENPP	77.66	40.93	33.85	12.81	90.34	33.5
CENPQ	123	104	64	51	110.94	69
CENPT	823	1488	809	738	780.99	903.02
CENPU	574.7	162.85	115.35	140.31	488.95	173.71
CENPV	54	31	14	17	29	20
CENPVP1	0	0	0	0	0	0
CENPVP2	0	0	0	0	0	0
CENPW	183.99	57	34	27	136	24
CEP104	762.96	1063.31	696	592.85	739	750
CEP112	52	46	29	31	38	45
CEP120	1028	1146	634	656	824.01	1005.46
CEP126	23	25	9	16	20	23
CEP128	188	134	89	49	147	83
CEP131	336	380	230	148	319	198.99
CEP135	523.97	649	408	288	379	429
CEP152	769	587	296	306	709	436
CEP162	294	294.01	174	172	252	232
CEP164	877.97	1024.55	593.09	731.65	940.47	819.98
CEP170	326	511.77	360	264.03	278.77	360.85
CEP170B	63	159	83	105	52	129
CEP170P1	0	1.23	0	2.97	2.23	1.15
CEP19	182.99	262.9	150.28	120.96	109	207.28
CEP192	1360.84	2885.99	1736.77	766.57	1267.2	1027
CEP250	1655.99	1866	1082	1061	1420	1438
CEP290	542.16	753.19	416.85	466.96	511.41	518.12
CEP295	774.96	652	373	339.99	655	460
CEP295NL	0	1	0	0	0	0
CEP350	2923.99	3376.25	2018.46	2040	2443.95	2592.32
CEP41	250	160	83.01	81.01	198	120.07
CEP44	625.39	666.77	363.71	412.6	535.84	443.75
CEP55	1749.54	478.12	308	231.91	1264	327
CEP57	1711	1634	1035.45	867	1364.97	1276
CEP57L1	191.92	119	76	51	133	107
CEP63	424.44	408.84	258.4	235.86	344.96	320.61
CEP68	542.04	939.03	624.31	484	455	598.11
CEP70	47	54	25	23	59	28
CEP72	96	110	58	44	61	60
CEP76	230	183	117	70	197	107
CEP78	904.83	477.5	310	349	854	412.99
CEP83	111	126	68	75	111	82
CEP83-AS1	10	16	8	3	7	5
CEP85	729.31	771.75	409	329.72	597.8	435
CEP85L	960.59	1655.73	819	904.92	765.98	1232.04
CEP89	121	129	72	82	108	93
CEP95	482	713	391	386	437.97	468
CEP97	674.13	626.27	377.96	422.13	564	550
CEPT1	474.72	619	346.02	325.8	381	432.03
CER1	0	0	0	0	0	0
CERCAM	59	26	7	7	56	18
CERK	5357.36	7566.99	4739.01	4287.13	4601.14	5354.05
CERKL	495.66	359.27	280.14	440.7	501.36	391.03
CERS1	1	0.5	1.5	0	0.5	0
CERS2	2496.01	2201.92	1379.05	1349.42	1920.31	1922.33
CERS3	5	2	2	1	5	1
CERS3-AS1	0	0	0	0	0	0
CERS4	428	451.02	250	289	323	444
CERS5	571.89	568	338	377.01	525.01	515
CERS6	229.76	721.09	486	248	231.38	261
CERS6-AS1	7.24	0	0	0	14.62	0
CES1	180	3	4	6	139	3
CES1P1	0	0	0	0	0	0
CES1P2	0	0	0	0	0	0
CES2	776	955	619	509	598.29	788
CES3	43	49.71	24	30.02	32.99	28
CES4A	118	342	171	152	107	243
CES5A	0	0	0	0	0	0
CES5AP1	0	0	0	0	0	0
CETN1	0	0	0	0	0	0
CETN2	160	147	111	109	136	114
CETN3	182	139	108	98	158	114
CETN4P	4	1	1	1	1	2
CETP	3	5	0	1	1	3
CFAP126	16	21	8	9	10	9
CFAP20	435	395	217	170	339	261.04
CFAP221	0	0	0	0	0	0
CFAP36	470	587	358	315	383	468
CFAP43	2	0	4	0	0	0
CFAP44	103	373	156.97	127.95	95	216
CFAP44-AS1	0	0	0	0	0	0
CFAP45	1	14	12	3	4	9
CFAP46	0	0	0	0	0	0
CFAP47	0	0	0	0	0	0
CFAP52	0	0	0	0	0	0
CFAP53	5	12	2	7	2	4
CFAP57	3	0	2	1	5	2
CFAP58	5	1	1	1	11	0
CFAP58-AS1	14	3	0	2	10	3
CFAP61	1	0	0	1	2	0
CFAP69	1	1	1	0	0	0
CFAP70	9	28	14	6	12	22
CFAP74	1	1.01	0	3	2	1
CFAP97	1102.24	1371.68	769.91	650	861	873.64
CFAP99	0	0	0	1	0	2
CFB	1	3	0	0	2	1
CFC1	0	0	0	0	0	0
CFC1B	0	0	0	0	0	0
CFD	12	27	10	4	8	16
CFDP1	483	436	279	225	372.98	354
CFH	699.94	625	346	497	556	739
CFHR1	0	0	0	0	0	0
CFHR2	0	0	0	0	0	0
CFHR3	0	0	0	0	0	0
CFHR4	0	0	1	0	0	0
CFHR5	0	0	0	0	0	0
CFI	1	0	0	0	0	0
CFL1	13050.01	9047.93	5775.97	4496.99	10015.12	7370.18
CFL1P1	1	1	2	6	0	3
CFL2	128	177	121	115	120	156
CFLAR	3763.39	5475.75	3538.94	3911.47	3855.68	4509.99
CFLAR-AS1	1	4	0	1	0	0
CFP	345	284	198	158.19	275.19	241
CFTR	0	0	1	0	0	0
CGA	0	0	0	0	0	0
CGB	0	0	0	0	1	0
CGB1	0	0	0	0	0	0
CGB2	0	0	0	0	0	0
CGB5	0	0	0	0	0	0
CGB7	1	0	0	0	0	0
CGB8	0	0	0	0	0	0
CGGBP1	3964.85	4190.82	2248.52	2491.27	3064.6	3535.56
CGN	8	4	5	2	7	2
CGNL1	1	0	1	2	0	1
CGREF1	1	7	3	0	1	1
CGRRF1	173	185	144	108.7	134.98	187
CH25H	1	0	0	1	1	2
CHAC1	7	22	8	7	8	7
CHAC2	106	62	33	29	86.43	37
CHAD	3	8	3	3	5	8
CHADL	1	2	0	0	2	1
CHAF1A	754	367.83	247	166	640	234
CHAF1B	301	161	89	64	251	116
CHAMP1	608	658	357	298	561	469
CHAT	0	0	0	0	0	0
CHCHD1	389	322	198	159	296	275
CHCHD10	253	432	247	180	176	272
CHCHD2	2963	2258.07	1498.99	1304	2266	1996
CHCHD3	587	423	305	238.22	456	347
CHCHD4	149	173	89	81	139	109
CHCHD5	308	311	169	129.31	232	219
CHCHD6	29	26	15	25	26	26
CHCHD7	393	603	365	285	334	478
CHD1	1642	2255	1461	1226.06	1462.88	1627
CHD1L	549.93	703	436	373	480.82	439
CHD2	2908.02	4566.12	2843.14	2532.69	2592.89	3122.99
CHD3	4880.99	8918.05	4489.65	4166.08	4011.81	6359.74
CHD4	4779.75	4776.75	2485.99	2255	3249.29	3635.14
CHD5	5	14	7	5	5	3
CHD6	1265.01	1972.25	1135.03	1029	1031.04	1558
CHD7	318	808	621	429	313	475.52
CHD8	2550.95	2834	1772.02	1541.97	2324	2280.67
CHD9	789	841	493	585	696.69	796.08
CHDC2	0	0	0	0	0	0
CHDH	20	389	340	154	34	134.88
CHEK1	615	257	182	138	478	177.03
CHEK2	234	171	72	84	225	95
CHEK2P2	0	0	0	0	0	0
CHERP	1152.7	1296.67	856.29	694	1015.7	965
CHFR	1445.5	1924.37	1233	1095	1274.15	1385.25
CHGA	0	0	0	0	0	0
CHGB	2	4	4	2	7	1
CHI3L1	17	2	0	5	10	12
CHI3L2	15	100	65	17	15	27
CHIA	0	0	0	0	0	0
CHIAP2	0	0	0	0	0	0
CHIC1	318	402	288	308	303	340
CHIC2	369	451	244	238.3	325.99	342.33
CHID1	338	339	210	151	252	238
CHIT1	0	3	3	2	1	6
CHKA	112	182	89	78	103	75.99
CHKB	938.09	1721.25	1056.08	1143.96	882.11	1440.91
CHKB-AS1	12	12	11	3	9	5
CHKB-CPT1B	53.55	167.25	84.17	76.01	49.47	139.08
CHL1	0	0	0	0	0	2
CHL1-AS1	0	0	0	0	0	0
CHM	506.45	575.87	388.01	399	393	489.28
CHML	326	313	150	155	223.06	229
CHMP1A	2020	1959	1174	1162	1614	1637
CHMP1B	1433.52	1810.58	1055.84	999.97	1214.66	1318.01
CHMP1B2P	0	0	0	0	0	0
CHMP2A	1200.6	1218.1	828	637.82	1164	1006
CHMP2B	697	650	430	400	511.01	564.62
CHMP3	1002.34	1074.07	665.91	606.92	754.22	986
CHMP4A	899.01	1034.91	637	505	735	732.11
CHMP4B	3202	2654	1739	1272.27	2800	1966.21
CHMP4C	1	1	0	0	1	0
CHMP5	702	771	467	383	562	622
CHMP6	502	581	337	301	384	494
CHMP7	1929.07	4212.99	2337.09	1765.34	1711.49	2695.85
CHN1	32	24	22	9	18	13
CHN2	125	25	29	24	129	32
CHODL	16	5	3	11	11	12
CHODL-AS1	0	0	0	0	0	0
CHORDC1	706	532	330	285.99	527.14	415
CHP1	1400.99	1348.6	936.01	780.04	1034.36	1101
CHP2	0	0	0	1	0	0
CHPF	182	385	260	190	124	266
CHPF2	1256.98	1883.99	1195	1170	1207.86	1455
CHPT1	208	144	74	99	163	85
CHRAC1	671	510.24	330.84	285	458	450.62
CHRD	0	1	0	0	1	0
CHRDL1	0	0	0	0	0	0
CHRDL2	0	0	0	0	0	0
CHRFAM7A	16	4	5	1	10.83	4.68
CHRM1	0	0	0	0	0	0
CHRM2	0	0	0	0	0	0
CHRM3	47.67	81.15	47.07	33.81	47.88	37.1
CHRM3-AS1	0	0	0	0	0	0
CHRM3-AS2	59	95	80	48	49	50
CHRM4	4	4	4	2	1	2
CHRM5	3	6	2	2	2	1
CHRNA1	0	1	0	2	0	0
CHRNA10	14	19	9	4	21	25
CHRNA2	1	2	3	0	1	0
CHRNA3	0	1	0	0	0	0
CHRNA4	0	0	0	1	0	0
CHRNA5	24	12	7.98	2	14	6
CHRNA6	4	12	10	8	9	2
CHRNA7	1	2	0	1	1.17	2.66
CHRNA9	0	5	1	0	0	0
CHRNB1	188.82	219.67	141.9	147.99	142.66	181.29
CHRNB2	2	2	0	4	6	2
CHRNB3	0	0	0	0	0	0
CHRNB4	0	0	0	0	0	0
CHRND	0	0	0	0	0	0
CHRNE	4.03	6.14	3.09	4.03	2.01	4.03
CHRNG	1	1	0	1	1	0
CHST1	0	0	0	0	0	0
CHST10	65	37	25	21	88	22
CHST11	2064.4	2234.91	1601	1547.93	1854.71	1921.09
CHST12	1046	741	480	433.94	898	603.97
CHST13	0	0	0	0	0	0
CHST14	374	414	253	215	274	275
CHST15	34	89	53	22	44	20
CHST2	124	267	216	62	139	89
CHST3	1	0	0	0	0	0
CHST4	0	1	0	0	0	0
CHST5	1.07	4	2.44	2	4	1
CHST6	0	3	0	3	2	1
CHST7	187	302	202	200	176	226
CHST8	0	0	0	0	0	0
CHST9	0	0	0	0	0	0
CHSY1	929	678	406	335.25	703	496
CHSY3	0	1	0	0	0	0
CHTF18	457.01	363.1	238	179.98	405	201.13
CHTF8	2195.46	2111	1300	1090	1629.99	1596
CHTOP	1501	1540	921	752	1361.04	1144
CHUK	784.17	702	425	377	617	501.01
CHURC1	2520.51	2427.21	1568.16	1306.45	2224.72	1843.55
CHURC1-FNTB	32.22	135.19	49.23	39.4	60.3	69.81
CIAO1	1472	2193.08	1228.99	1153	1345.49	1468.01
CIAPIN1	562	588	435	295	529	426
CIART	7	1	8	12	12	8
CIB1	1455	2199	1384	1223	1238	1528
CIB2	5	6	3	1	4	8
CIB3	0	0	0	0	0	0
CIB4	0	0	0	0	0	0
CIC	2083.39	2538.21	1224.16	1126.47	1356.18	1885
CIDEA	0	0	0	0	0	0
CIDEB	388.3	396.92	194.27	206.69	273.2	317.37
CIDEC	3	1	0	0	1	1
CIDECP	59	77	39	36	52	57
CIITA	812	459	351	467	909	436
CILP	1	3	2	7	3	7
CILP2	0	1	2	1	1	0
CINP	234.03	182	129.24	106	174	172.01
CIPC	461	605.03	320.2	344	318	560
CIR1	823	729.06	491	409.18	582	687.79
CIRBP	3114.32	6310.47	3170.8	2994.93	2889.74	4267.73
CIRBP-AS1	6	27	5	11	17	18
CIRH1A	454	521.27	339	257	441	333.01
CISD1	138.99	201	102	104.13	134	137
CISD2	379.02	315	206	179.9	292	276.93
CISD3	280.94	246	192	146.78	249	211
CISH	385	820	546	299	232	457
CISTR	0	0	0	0	0	0
CIT	1217.64	706.81	454	307	1213	376.1
CITED1	1	1	0	0	1	2
CITED2	2458	3143.2	2496.95	2240	2500.04	2632.01
CITED4	15	67	44	17	11	13
CIZ1	2150.81	2504.48	1556.12	1338	1645	1732.19
CKAP2	2188.83	1354.11	767.22	715	1420.83	1169.78
CKAP2L	1069.83	428	232	193	830.04	248
CKAP4	34	79	66	48	40.83	59
CKAP5	3944	2641.02	1619	1276.99	3038	1738.02
CKB	22	49	41	12	19	24
CKLF	439.2	499.95	374	284.34	386	347.46
CKLF-CMTM1	5.32	8.95	0	5.4	0	6.37
CKM	0	0	0	0	0	0
CKMT1A	0.5	0	0	0	0	0
CKMT1B	0.5	0	0	0	0	0
CKMT2	0	0	0	0	0	0
CKMT2-AS1	78.01	160	83.94	47	61	77
CKS1B	803	395	236	133	625	226
CKS2	931	403	257	192	697	312
CLASP1	1447.05	1981.8	1171	1263.4	1359	1499.42
CLASP2	930.91	1032.24	600	649	769.41	760.12
CLASRP	779	1226	701	658.5	802	861.45
CLC	0	1	1	2	0	1
CLCA1	0	0	0	0	0	0
CLCA2	0	0	0	0	0	1
CLCA3P	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0
CLCC1	376.72	547.18	353.66	293.76	343.75	356.69
CLCF1	10	33	14	17	11	17
CLCN1	3	1	0	0	0	1
CLCN2	68	63	37	45	56	55
CLCN3	1594.43	1782	1135.36	1077.5	1279	1513.97
